sector,num_bedrooms,num_bathrooms,num_balconies,age_group,super_built_up_area,built_up_area,carpet_area,floor_number,servant_room,pooja_room,store_room,furnished,Centrally Air Conditioned,False Ceiling Lighting,Intercom Facility,Private Garden / Terrace,Separate entry for servant room,Spacious Interiors
sector 110,4,5.0,3.0,Moderately New Flat,3400.0,2969.4323144104806,2622.899124852248,7.0,1,0,0,0,0,1,1,1,1,0
sector 102,3,3.0,3.0,Moderately New Flat,1650.0,1295.399017467249,1022.0,4.0,0,0,0,0,0,0,1,0,0,0
sector 67,4,4.0,4.0,Moderately New Flat,3192.0,3160.0,3000.0,0.0,1,1,0,1,0,1,1,0,0,0
sector 104,3,3.0,4.0,Moderately New Flat,2290.0,2000.0,1766.5997046798961,24.0,1,0,0,0,1,1,1,1,1,1
sector 104,4,4.0,4.0,Moderately New Flat,3150.0,2751.091703056769,2430.0388950837005,14.0,1,0,0,0,1,1,1,1,1,1
sector 83,3,3.0,4.0,Moderately New Flat,1785.0,1600.0,1500.0,5.0,0,0,0,1,0,0,0,0,0,0
sector 79,2,2.0,3.0,Moderately New Flat,1559.0,1361.5720524017468,1202.6763928366631,6.0,0,0,0,0,1,1,1,0,1,1
sector 79,2,2.0,3.0,Moderately New Flat,1572.0,1372.9257641921397,1212.7051247846275,2.0,0,0,0,0,1,1,1,0,1,1
sector 79,2,2.0,3.0,Moderately New Flat,1383.0,1207.8602620087336,1066.9027910796053,7.0,0,0,0,0,1,1,1,0,1,1
sector 83,2,2.0,3.0,Moderately New Flat,1445.0,1300.0,1200.0,5.0,0,0,0,1,0,0,0,0,0,0
sector 83,2,2.0,3.0,Moderately New Flat,1445.0,1300.0,1200.0,5.0,0,0,0,1,0,0,0,0,0,0
sector 106,3,4.0,4.0,Moderately New Flat,1760.0,1186.0,1130.0,12.0,1,0,0,1,1,1,1,1,1,1
sector 69,3,2.0,3.0,Moderately New Flat,1722.474,1498.047052401747,1326.0,6.0,0,1,0,0,0,0,1,0,0,1
sector 104,4,4.0,4.0,Moderately New Flat,3150.0,2800.0,2400.0,19.0,1,0,1,1,0,1,1,0,1,1
sector 79,3,4.0,4.0,Moderately New Flat,2366.0,2066.3755458515284,1825.2292145295348,6.0,1,0,0,0,1,1,1,0,1,1
sector 79,3,4.0,4.0,Moderately New Flat,2262.0,1975.5458515283844,1744.999358945819,5.0,1,0,0,0,1,1,1,0,1,1
sector 79,3,3.0,3.0,Moderately New Flat,1505.0,1314.410480349345,1161.0185832066568,7.0,0,0,0,0,1,1,1,0,1,1
sector 79,3,4.0,4.0,Moderately New Flat,2244.0,1959.825327510917,1731.1134224024836,7.0,1,0,0,0,1,1,1,0,1,1
sector 79,3,3.0,3.0,Moderately New Flat,1572.0,1372.9257641921397,1212.7051247846275,7.0,0,0,0,0,1,1,1,0,1,1
sector 109,3,3.0,3.0,Moderately New Flat,1745.0,1550.0,1320.0,22.0,0,0,0,0,0,1,1,1,0,0
sector 66,3,3.0,3.0,Moderately Old Flat,2200.0,2125.0,2000.0,7.0,1,0,1,1,0,1,1,0,1,1
sector 92,4,3.0,3.0,New Flat,2325.0,2030.5676855895197,1793.600136847493,8.0,1,0,0,0,1,0,1,0,1,0
sector 90,3,4.0,4.0,Old Flat,1879.653,1634.7466703056768,1447.0,0.0,1,0,0,1,0,0,0,0,0,0
sector 83,3,4.0,4.0,Moderately New Flat,1948.5,1694.6233624454148,1500.0,6.0,1,0,0,1,0,1,0,0,1,0
sector 83,3,3.0,3.0,Moderately New Flat,1720.0,1565.0292030567684,1447.0,11.0,1,0,0,1,0,0,1,0,0,0
sector 74,2,2.0,4.0,Moderately New Flat,1400.0,1200.0,1100.0,22.0,0,0,0,0,1,0,1,0,0,1
sector 53,3,4.0,4.0,Moderately Old Flat,2450.0,2139.7379912663755,1890.0302517317668,6.0,1,0,0,1,0,0,1,0,0,0
sector 54,3,4.0,4.0,Moderately New Flat,1875.0,1637.5545851528384,1446.4517232641072,25.0,1,0,0,1,0,0,1,0,0,0
sector 54,3,4.0,4.0,Moderately New Flat,1875.0,1637.5545851528384,1446.4517232641072,7.0,1,0,0,1,0,0,1,0,0,0
sector 48,3,3.0,4.0,Moderately Old Flat,2464.0,2364.0,2264.0,8.0,1,0,0,1,0,0,1,0,1,0
sector 48,4,4.0,4.0,Moderately Old Flat,3931.0,3831.0,3731.0,10.0,1,1,1,1,0,0,1,0,1,0
sector 48,3,4.0,2.0,Moderately New Flat,1776.0,1506.7958515283844,1300.0,5.0,0,1,0,0,0,0,1,0,0,0
sector 49,3,3.0,3.0,Old Flat,1818.6000000000001,1581.6484716157206,1400.0,9.0,1,0,0,0,0,0,1,0,0,0
sector 55,3,3.0,2.0,Moderately Old Flat,1850.0,1700.0,1500.0,6.0,0,0,0,1,0,1,0,0,0,1
sector 56,4,3.0,4.0,Old Flat,2000.0,1900.0,1850.0,3.0,0,0,0,1,0,0,0,0,0,0
sector 56,4,4.0,4.0,Old Flat,2400.0,2000.0,1800.0,4.0,0,1,0,1,0,0,1,0,1,1
sector 56,3,3.0,2.0,Old Flat,2000.0,1920.0,1850.0,6.0,1,1,0,1,0,1,0,0,1,1
sector 56,3,2.0,3.0,Old Flat,1850.0,1750.0,1650.0,6.0,1,1,0,1,0,1,0,0,1,1
sector 56,3,3.0,4.0,Old Flat,2450.0,2400.0,2300.0,2.0,1,1,0,1,0,1,0,0,1,1
sector 102,2,2.0,3.0,Moderately New Flat,1215.0,1061.1353711790393,937.3007166751415,10.0,0,0,0,0,0,0,1,0,0,0
sector 109,3,4.0,4.0,Moderately New Flat,2150.0,1797.0,1622.8691264177814,7.0,1,0,0,0,1,1,1,1,1,1
sector 109,3,3.0,4.0,Moderately New Flat,1750.0,1466.0,1322.4118098583085,7.0,0,0,0,0,0,1,1,1,1,1
sector 102,2,2.0,3.0,Moderately New Flat,1368.0,1194.759825327511,1055.3311772934926,0.0,0,0,0,0,0,0,1,0,0,0
sector 128,3,3.0,2.0,Moderately Old Flat,2100.0,1834.061135371179,1620.0259300558,3.0,1,0,0,1,0,1,1,1,1,1
sector 109,3,4.0,4.0,Moderately New Flat,2150.0,1797.0,1670.0,4.0,1,0,0,1,0,0,1,0,1,0
sector 109,3,4.0,4.0,Moderately New Flat,2150.0,1797.0,1660.0,4.0,1,0,0,0,0,0,1,0,1,1
sector 85,4,4.0,3.0,Moderately New Flat,2812.0,2600.0,2200.0,2.0,0,0,0,0,0,0,1,0,0,0
sector 85,3,4.0,3.0,Moderately New Flat,2408.0,2300.0,2200.0,6.0,1,0,0,0,0,0,1,0,0,0
sector 85,4,4.0,3.0,Moderately New Flat,2812.0,2600.0,2400.0,7.0,1,1,0,0,0,0,1,0,0,0
sector 85,4,4.0,3.0,Moderately New Flat,2812.0,2600.0,2400.0,6.0,0,0,0,0,0,0,1,0,0,0
sector 85,2,2.0,3.0,Moderately New Flat,1741.0,1730.0,1720.0,10.0,0,0,0,0,0,0,1,0,0,0
sector 83,2,2.0,3.0,Moderately New Flat,1640.0,1630.0,1620.0,4.0,0,0,0,0,0,0,1,0,0,0
sector 85,2,2.0,3.0,Moderately New Flat,1671.0,1660.0,1650.0,11.0,0,0,0,0,0,0,1,0,0,0
sector 85,4,4.0,3.0,Moderately New Flat,2812.0,2600.0,2400.0,8.0,1,1,0,0,0,0,1,0,0,0
sector 85,4,4.0,3.0,Moderately New Flat,2812.0,2600.0,2400.0,7.0,1,1,0,0,0,0,1,0,0,0
sector 85,4,4.0,3.0,Moderately New Flat,2812.0,2300.0,2000.0,6.0,1,1,0,0,0,0,1,0,0,0
sector 85,4,4.0,3.0,Moderately New Flat,2812.0,2600.0,2400.0,2.0,0,0,0,0,0,0,1,0,0,0
sector 85,3,4.0,3.0,Moderately New Flat,2408.0,2300.0,2200.0,6.0,0,0,0,0,0,0,1,0,0,0
sector 85,2,2.0,3.0,Moderately New Flat,1741.0,1730.0,1720.0,10.0,0,0,0,0,0,0,1,0,0,0
sector 85,2,2.0,3.0,Moderately New Flat,1640.0,1630.0,1620.0,4.0,0,0,0,0,0,0,1,0,0,0
sector 85,2,2.0,3.0,Moderately New Flat,1671.0,1660.0,1650.0,15.0,0,0,0,0,0,0,1,0,0,0
sector 85,2,2.0,3.0,Moderately New Flat,1671.0,1670.0,1660.0,11.0,0,0,0,0,0,0,1,0,0,0
sector 49,3,3.0,3.0,Moderately New Flat,1805.0,1576.4192139737993,1392.450858928914,0.0,0,0,0,0,0,0,1,0,0,0
sector 49,3,3.0,3.0,Moderately New Flat,2061.0,1800.0,1589.9397342119066,0.0,0,0,0,0,0,0,1,0,0,0
sector 49,3,3.0,3.0,Moderately New Flat,2033.0,1775.5458515283844,1568.3393884778293,14.0,0,0,0,0,0,0,1,0,0,0
sector 49,5,6.0,4.0,Moderately New Flat,3557.0,3106.5502183406115,2744.0153491468955,14.0,1,1,0,0,0,0,1,0,0,0
sector 49,5,4.0,4.0,Moderately New Flat,3557.0,3106.5502183406115,2744.0153491468955,14.0,1,0,0,0,0,0,1,0,0,0
sector 49,5,5.0,4.0,Moderately Old Flat,4115.0,3593.8864628820966,3174.4793819902934,14.0,1,1,0,0,0,0,1,0,0,0
sector 79,2,2.0,3.0,Moderately New Flat,1883.55,1638.1359170305677,1450.0,5.0,0,0,0,1,1,1,1,1,1,1
sector 66,2,3.0,3.0,Moderately New Flat,1337.0,1330.0,1050.0,1.0,1,0,0,1,0,0,1,0,0,0
sector 59,4,4.0,4.0,Moderately New Flat,4973.871,4325.808569868996,3829.0,13.0,1,1,1,1,1,1,1,1,1,1
sector 72,4,5.0,4.0,Moderately New Flat,2905.0,2671.9964519650657,2495.0,22.0,1,0,0,1,1,1,1,1,1,1
sector 93,2,2.0,2.0,Moderately New Flat,706.04547,614.0524241266376,543.5299999999999,6.0,0,0,0,0,0,0,0,0,0,0
sector 81,4,4.0,4.0,Moderately New Flat,6926.0,6048.908296943232,5342.999805507843,19.0,1,0,0,1,0,0,1,1,1,1
sector 81,2,2.0,2.0,Moderately New Flat,1360.0,1096.761462882096,894.0,2.0,0,0,0,1,0,0,1,1,0,0
sector 93,2,2.0,2.0,Moderately New Flat,772.78809,672.0989230349345,594.91,7.0,0,0,0,0,0,0,0,0,0,0
sector 83,3,3.0,3.0,Moderately New Flat,1735.0,1515.28384279476,1338.4499945937205,12.0,1,0,0,1,0,0,0,0,0,0
sector 92,3,4.0,3.0,Moderately New Flat,1995.0,1742.3580786026203,1539.02463355301,16.0,1,0,0,1,0,0,1,0,0,0
sector 92,3,3.0,3.0,Moderately New Flat,1995.0,1771.1790393013102,1600.0,17.0,1,0,0,1,0,0,1,0,0,0
sector 92,4,5.0,4.0,Moderately New Flat,2475.0,2430.7860262008735,2400.0,12.0,1,0,0,1,0,0,1,0,0,0
sector 81,3,4.0,4.0,Moderately New Flat,2100.0,1802.9680676855896,1575.0,27.0,1,0,0,1,0,0,1,0,0,1
sector 85,4,5.0,4.0,Moderately New Flat,2812.0,2455.8951965065503,2169.2918644366237,9.0,0,0,0,1,0,0,1,0,0,0
sector 83,3,3.0,1.0,Moderately New Flat,2860.0,2497.816593886463,2206.321028552185,6.0,0,0,0,1,0,0,1,0,0,0
sector 81,2,2.0,1.0,Moderately New Flat,633.0,579.6067139737991,539.0,12.0,0,0,0,0,0,0,0,0,0,0
sector 72,3,4.0,4.0,New Flat,2185.0,1800.0,1600.0,15.0,1,0,0,1,1,1,1,1,1,1
sector 70,2,2.0,2.0,New Flat,1300.0,1010.9355895196506,788.0,0.0,0,0,0,0,0,0,1,0,0,0
sector 85,2,2.0,4.0,Moderately New Flat,1772.0,1471.2991266375548,1240.0,9.0,0,0,1,0,1,1,1,0,0,0
sector 85,4,5.0,4.0,Moderately New Flat,2812.0,2334.947598253275,1968.0,6.0,1,0,0,0,1,1,1,0,1,0
sector 85,3,4.0,3.0,Moderately New Flat,2408.0,1999.340884279476,1685.0,5.0,1,0,0,0,1,1,1,0,1,0
sector 85,3,4.0,4.0,Moderately New Flat,2408.0,1999.340884279476,1685.0,6.0,1,0,0,0,1,1,1,0,1,0
sector 85,2,2.0,4.0,Moderately New Flat,1640.0,1361.9072052401748,1148.0,2.0,0,0,1,0,1,1,1,0,1,0
sector 85,2,2.0,4.0,Moderately New Flat,1671.0,1387.2568231441048,1169.0,16.0,0,0,1,0,1,1,1,0,0,0
sector 85,2,2.0,4.0,Moderately New Flat,1772.0,1471.2991266375548,1240.0,10.0,0,0,1,0,1,1,1,0,0,0
sector 85,2,2.0,4.0,Moderately New Flat,1640.0,1361.9072052401748,1148.0,14.0,0,0,1,0,1,1,1,0,0,0
sector 85,2,2.0,4.0,Moderately New Flat,1741.0,1445.3870087336245,1218.0,3.0,0,0,1,0,1,1,1,0,0,0
sector 85,2,2.0,4.0,Moderately New Flat,1741.0,1406.0120087336245,1148.0,17.0,0,0,1,0,1,1,1,0,1,0
sector 85,2,2.0,4.0,Moderately New Flat,1640.0,1361.9072052401748,1148.0,18.0,0,0,1,0,1,1,1,0,1,0
sector 70,3,4.0,4.0,Moderately New Flat,1666.9056666666665,1706.0,1050.0,20.0,0,0,0,1,0,0,1,0,0,0
sector 70,3,5.0,3.0,Moderately New Flat,1950.0,1504.590884279476,1161.0,6.0,1,1,0,0,1,1,1,1,1,1
sector 104,4,4.0,4.0,Moderately New Flat,2450.0,2279.2439956331878,2150.0,5.0,1,0,0,0,0,0,1,0,0,0
sector 72,4,4.0,4.0,Moderately New Flat,2905.0,2477.9339519650657,2150.0,39.0,1,0,0,0,0,0,1,0,0,0
sector 68,2,2.0,3.0,Moderately New Flat,1245.0,1130.0,930.0,1.0,0,0,0,1,0,1,1,0,1,1
sector 68,3,3.0,4.0,Moderately New Flat,1950.0,1845.0,1530.0,18.0,0,0,0,1,0,0,1,0,0,1
sector 68,2,2.0,3.0,Moderately New Flat,1245.0,1130.0,930.0,9.0,0,0,0,1,0,1,1,0,1,1
sector 68,3,3.0,4.0,Moderately New Flat,1950.0,1845.0,1530.0,27.0,0,0,0,1,0,0,1,0,0,1
sector 68,2,2.0,3.0,Moderately New Flat,1224.0,1150.0,830.0,1.0,0,0,0,1,0,0,1,0,0,1
sector 70,3,3.0,4.0,Moderately New Flat,2150.0,1698.2396288209607,1350.0,15.0,0,0,0,1,1,1,1,1,1,1
sector 85,3,4.0,3.0,Moderately New Flat,2408.0,1999.340884279476,1685.0,8.0,0,1,0,0,1,1,1,0,1,1
sector 85,2,3.0,3.0,Moderately New Flat,1671.0,1420.0,1169.0,12.0,0,1,0,1,1,1,1,0,0,1
sector 70,3,3.0,3.0,New Flat,1950.0,1504.590884279476,1161.0,5.0,1,0,0,0,0,0,1,0,0,0
sector 102,4,5.0,4.0,Moderately New Flat,3198.0,2793.0131004366813,2467.0680591992614,5.0,1,0,0,0,0,0,1,0,1,0
sector 107,3,4.0,4.0,Moderately New Flat,2361.0,1900.0,1749.6707971980186,7.0,1,0,0,0,0,0,1,0,0,0
sector 108,3,3.0,4.0,Moderately New Flat,1758.0,1275.53,974.68,10.0,0,0,0,0,1,0,1,0,0,0
sector 108,3,4.0,4.0,Moderately New Flat,2003.0,1500.29,1140.98,3.0,1,0,0,1,0,0,0,0,0,0
sector 67,2,2.0,2.0,Moderately New Flat,679.3770000000002,590.8586790393015,523.0,2.0,0,0,0,0,0,0,0,0,0,0
sector 67,2,2.0,2.0,Moderately New Flat,679.3770000000002,590.8586790393015,523.0,3.0,0,0,0,0,0,1,0,0,0,0
sector 60,3,4.0,4.0,Moderately New Flat,2045.0,1640.0,1490.0,5.0,1,0,0,1,1,1,1,1,1,1
sector 85,2,2.0,2.0,Moderately New Flat,2130.36,1852.788209606987,1640.0,5.0,1,0,0,0,0,1,1,0,1,0
sector 85,4,5.0,4.0,Moderately New Flat,2812.0,2390.0,1968.0,4.0,1,1,0,0,1,1,1,1,1,1
sector 112,3,3.0,2.0,Moderately New Flat,2802.0,2600.0,2200.0,2.0,0,0,0,1,0,0,1,0,0,0
sector 86,3,3.0,3.0,Moderately New Flat,1930.0,1715.0,1501.897352998577,15.0,1,1,0,1,0,0,1,0,0,0
sector 102,3,4.0,3.0,Moderately New Flat,2579.0,2252.401746724891,1989.5461302923372,9.0,1,0,0,1,0,0,1,0,0,0
sector 108,2,3.0,3.0,Moderately New Flat,1283.0,978.23,734.43,2.0,1,0,0,0,0,0,1,0,1,0
sector 107,3,3.0,3.0,Moderately New Flat,1943.0,1750.0,1550.0,7.0,0,0,0,1,0,0,1,0,0,0
sector 107,2,2.0,1.0,Moderately New Flat,548.0,478.60262008733616,422.7496236526565,9.0,0,0,0,0,0,0,1,0,0,0
sector 107,2,2.0,1.0,Moderately New Flat,548.0,478.60262008733616,422.7496236526565,10.0,0,0,0,0,0,0,1,0,0,0
sector 107,3,2.0,2.0,Moderately New Flat,1050.0,850.0,645.0,5.0,0,0,0,0,0,0,0,0,0,0
sector 43,4,5.0,3.0,Moderately Old Flat,5200.0,5000.0,4900.0,9.0,1,0,0,1,1,1,1,0,1,0
sector 82,3,3.0,2.0,Moderately New Flat,1790.0,1569.1593886462883,1400.0,12.0,0,1,0,1,0,0,1,0,0,0
sector 82,3,4.0,2.0,Moderately New Flat,1790.0,1500.0,1400.0,6.0,1,1,0,0,1,1,1,1,1,1
sector 81,2,2.0,2.0,Moderately New Flat,779.3999999999999,677.8493449781661,599.9999999999999,6.0,0,0,0,0,0,0,0,0,0,0
sector 81,1,1.0,2.0,Moderately New Flat,519.6000000000001,451.8995633187774,400.0,3.0,0,0,0,0,0,1,0,0,0,0
sector 70,3,3.0,2.0,Moderately New Flat,2533.05,2203.0103711790393,1950.0,6.0,0,0,0,0,0,1,1,0,1,0
sector 70,2,2.0,2.0,Moderately New Flat,1753.65,1525.1610262008735,1350.0,6.0,0,0,0,0,0,1,1,0,1,0
sector 60,2,3.0,2.0,Moderately New Flat,1524.0,1250.0,921.0,5.0,1,0,0,1,0,0,1,0,0,0
sector 70,4,5.0,4.0,Moderately Old Flat,2400.0,2088.6599344978167,1850.0,5.0,1,0,0,1,0,0,1,0,1,1
sector 70,4,5.0,4.0,Moderately Old Flat,2400.0,2088.6599344978167,1850.0,6.0,1,0,0,1,0,0,1,0,1,0
sector 49,3,3.0,3.0,Moderately Old Flat,2344.695,2039.1967794759826,1805.0,9.0,1,0,0,0,0,0,1,0,0,0
sector 54,3,3.0,4.0,Moderately Old Flat,2598.0,2250.0,1995.796492245253,3.0,0,0,0,1,0,0,1,0,1,1
sector 56,3,3.0,4.0,Moderately Old Flat,1900.0,1659.3886462882097,1465.737746240962,2.0,0,0,0,1,0,0,1,0,0,1
sector 56,3,3.0,3.0,Moderately Old Flat,1920.0,1676.8558951965067,1481.166564622446,4.0,0,0,0,1,0,0,1,0,1,1
sector 53,3,4.0,4.0,Moderately New Flat,2895.0,2500.0,2200.0,8.0,1,1,0,1,0,0,1,0,0,0
sector 56,3,3.0,4.0,Moderately Old Flat,2355.0,2056.768558951965,1816.7433644197185,5.0,0,0,0,1,0,0,1,0,1,1
sector 67,3,3.0,2.0,New Flat,1727.0,1326.2109716157206,1017.0,3.0,0,0,1,1,0,0,1,0,0,1
sector 56,3,3.0,3.0,Moderately Old Flat,2205.4133333333334,1910.0,1694.2094667504148,5.0,0,0,0,1,0,0,1,0,1,1
sector 67,3,3.0,2.0,New Flat,1921.0,1529.5921288209609,1227.96,3.0,0,0,1,1,0,0,1,0,1,1
sector 67,3,3.0,2.0,New Flat,1727.0,1326.2109716157206,1017.0,4.0,0,0,1,1,0,0,1,0,0,1
sector 56,3,5.0,4.0,Moderately Old Flat,2598.0,2250.0,1995.796492245253,4.0,0,1,0,1,0,0,1,0,1,1
sector 67,3,4.0,3.0,New Flat,2241.208,1941.0,1721.7071073102384,4.0,0,0,1,1,0,0,1,0,1,1
sector 67,3,3.0,3.0,New Flat,1921.0,1529.5921288209609,1227.96,6.0,1,0,1,1,0,0,1,0,1,1
sector 37,4,3.0,3.0,Moderately New Flat,2191.0,1913.5371179039303,1690.2270536915516,12.0,0,0,0,1,0,0,1,1,0,1
sector 70,3,3.0,3.0,Moderately New Flat,1950.0,1504.590884279476,1161.0,9.0,1,0,0,0,0,0,1,0,1,0
sector 37,4,3.0,3.0,Moderately New Flat,2191.0,1913.5371179039303,1690.2270536915516,10.0,1,0,0,0,0,0,1,0,1,0
sector 37,3,3.0,4.0,Moderately New Flat,1811.0,1581.6593886462883,1397.0795044433592,11.0,0,0,0,0,0,0,1,0,0,0
sector 43,4,4.0,4.0,Moderately New Flat,2650.0,2314.410480349345,2044.318435546605,2.0,0,0,0,1,0,1,1,0,0,1
sector 47,3,4.0,4.0,Moderately Old Flat,2086.0,1950.0,1750.0,10.0,1,0,0,0,0,0,1,0,0,0
sector 112,4,6.0,4.0,Moderately Old Flat,4857.0,3662.34,3490.379600618224,15.0,1,0,0,1,0,1,1,1,1,1
sector 77,3,4.0,3.0,Moderately New Flat,1450.0,1295.2502729257642,1177.0,3.0,1,0,0,0,0,0,1,0,0,0
sector 77,3,4.0,4.0,Moderately New Flat,2077.0,1806.9868995633187,1600.0,9.0,1,0,0,0,0,0,1,0,0,0
sector 28,3,3.0,2.0,Moderately Old Flat,3487.815,3033.375818777293,2685.0,8.0,1,0,0,0,0,0,1,0,0,0
sector 28,4,3.0,2.0,Moderately Old Flat,3150.0,2451.6083515283844,1913.0,10.0,1,0,0,0,0,0,1,0,0,0
sector 50,4,4.0,3.0,Moderately Old Flat,2863.89325,2495.842235262009,2206.9457809596533,9.0,1,0,0,0,0,0,1,0,0,0
sector 50,4,3.0,3.0,Moderately Old Flat,4400.0,3842.7947598253277,3394.3400439264383,5.0,1,0,0,0,0,0,0,0,0,0
sector 50,4,3.0,3.0,Moderately Old Flat,2449.1343333333334,2129.601801310044,1885.2110100785917,7.0,1,0,0,0,0,0,1,0,0,0
sector 72,4,5.0,4.0,Moderately New Flat,3031.0,2625.0,2328.429240952795,16.0,1,0,0,0,0,0,0,0,0,0
sector 72,4,5.0,2.0,Moderately Old Flat,2905.0,2537.117903930131,2241.0358699105236,7.0,1,0,0,0,0,0,1,0,0,0
sector 65,3,3.0,2.0,Moderately Old Flat,5001.15,4349.533296943231,3850.0,12.0,0,0,1,0,0,0,1,0,0,0
sector 65,4,4.0,3.0,Moderately Old Flat,2863.89325,2495.842235262009,2206.9457809596533,13.0,1,0,0,0,0,0,1,0,0,0
sector 112,4,5.0,3.0,Moderately New Flat,5542.4,4800.0,4257.69918345654,11.0,0,0,0,0,0,0,1,0,0,0
sector 72,3,4.0,4.0,Moderately Old Flat,2185.0,1908.2969432314412,1685.5984081771064,9.0,1,0,0,0,0,0,1,0,0,0
sector 70,3,2.0,2.0,Moderately Old Flat,2812.335,2445.9063864628824,2165.0,12.0,1,0,0,0,0,0,1,0,0,0
sector 50,4,4.0,3.0,Moderately Old Flat,6235.2,5422.794759825328,4800.0,7.0,1,0,0,0,0,0,0,0,0,0
sector 72,4,5.0,4.0,Moderately New Flat,3031.0,2625.0,2328.429240952795,10.0,1,0,0,0,0,0,1,0,0,0
sector 95,3,3.0,2.0,Moderately New Flat,1965.0,1800.0,1600.0,4.0,0,0,0,0,0,0,0,0,0,0
sector 112,3,5.0,2.0,Moderately New Flat,3233.0666666666666,2800.0,2483.6578570163147,3.0,1,0,0,0,0,0,1,0,0,0
sector 95,2,2.0,2.0,New Flat,767.0,669.8689956331876,591.6951849299041,5.0,0,0,0,0,0,0,0,0,0,0
sector 50,3,3.0,3.0,Moderately Old Flat,2605.0,2600.0,2100.0,10.0,1,0,0,1,1,1,1,1,1,1
sector 50,3,3.0,4.0,Moderately Old Flat,1836.0,1830.0,1500.0,14.0,0,0,0,1,1,1,1,1,1,1
sector 68,2,2.0,2.0,Moderately New Flat,1260.0,1250.0,800.0,11.0,0,0,0,1,0,0,1,0,0,0
sector 90,2,2.0,3.0,Moderately New Flat,1350.0,1179.0393013100438,1041.4452407501572,3.0,0,0,0,0,0,0,1,1,0,1
sector 92,3,3.0,4.0,Moderately New Flat,833.6202599999999,725.0050644104805,641.74,6.0,0,0,0,0,0,0,1,0,0,1
sector 90,3,3.0,4.0,Moderately New Flat,1818.0,1587.7729257641922,1402.4795908768783,18.0,0,1,0,1,1,0,1,0,1,1
sector 65,2,2.0,2.0,Moderately New Flat,1020.0,1010.0,750.0,6.0,0,0,0,1,1,1,1,1,1,1
sector 49,3,3.0,3.0,Moderately New Flat,2033.0,2030.0,1750.0,15.0,0,0,0,0,0,0,1,0,0,0
sector 49,3,4.0,3.0,Moderately New Flat,2070.0,2061.0,1750.0,1.0,0,0,0,0,0,0,1,0,0,0
sector 90,3,3.0,4.0,Moderately New Flat,1930.0,1685.5895196506551,1488.8809738131877,9.0,1,1,0,0,0,0,1,0,0,0
sector 90,4,4.0,4.0,Moderately New Flat,2364.0,2064.6288209606987,1823.6863326913863,10.0,1,1,0,0,0,0,1,0,0,0
sector 86,3,4.0,4.0,Moderately Old Flat,1930.0,1720.2947598253277,1560.0,12.0,1,1,0,0,0,0,1,0,0,0
sector 90,4,4.0,4.0,Moderately New Flat,2727.0,2381.6593886462883,2103.7193863153175,17.0,1,1,0,0,0,0,1,0,0,0
sector 91,4,4.0,4.0,Moderately New Flat,2364.0,2064.6288209606987,1823.6863326913863,9.0,1,1,0,0,0,0,1,0,0,0
sector 111,3,4.0,4.0,Moderately New Flat,2215.0,1934.4978165938865,1708.741635749332,19.0,1,1,1,1,0,0,1,0,0,0
sector 109,3,4.0,3.0,Moderately New Flat,2095.0,1860.0,1629.5812973307484,14.0,1,1,1,1,0,0,1,0,0,0
sector 104,3,4.0,4.0,Moderately New Flat,2290.0,2000.0,1766.5997046798961,14.0,1,1,1,0,0,1,1,0,1,0
sector 108,2,3.0,3.0,Moderately New Flat,1041.7770716666666,978.23,734.43,12.0,1,1,1,1,0,0,0,0,0,0
sector 103,4,4.0,3.0,Moderately New Flat,2875.0,2510.9170305676857,2217.892642338298,11.0,1,1,1,0,0,0,0,0,0,0
sector 103,3,3.0,4.0,Moderately New Flat,1725.0,1709.5251091703058,1700.0,12.0,1,1,1,1,0,0,0,0,0,0
sector 102,3,3.0,3.0,Moderately New Flat,2598.0,2259.4978165938865,2000.0,12.0,1,1,1,1,0,0,1,0,0,0
sector 102,3,3.0,4.0,Moderately New Flat,2453.811,2134.095687772926,1889.0,9.0,0,1,1,1,0,0,0,0,0,0
sector 102,4,4.0,4.0,Moderately New Flat,4650.0,4630.0,4550.0,11.0,0,0,0,1,0,0,1,0,0,0
sector 102,3,3.0,3.0,Moderately New Flat,1650.0,1295.725267467249,1022.58,12.0,1,0,0,0,0,0,1,0,1,0
sector 86,4,4.0,4.0,Moderately Old Flat,2356.0,2013.19596069869,1750.0,12.0,1,1,0,1,0,0,1,0,0,1
sector 108,3,3.0,4.0,Moderately New Flat,2003.0,1338.29,986.41,4.0,1,0,0,1,0,0,1,0,0,0
sector 70,3,3.0,3.0,Moderately New Flat,2150.0,1877.7292576419215,1658.5979760095097,3.0,0,0,1,1,0,1,1,0,1,0
sector 70,3,3.0,4.0,Moderately New Flat,1480.0,1292.5764192139738,1141.732560229802,1.0,0,0,0,0,1,1,1,1,0,1
sector 90,4,4.0,4.0,Moderately New Flat,2727.0,2381.6593886462883,2103.7193863153175,7.0,1,1,0,0,0,0,1,0,0,0
sector 90,4,4.0,4.0,Moderately New Flat,2364.0,2064.6288209606987,1823.6863326913863,1.0,1,1,0,0,0,0,1,0,0,0
sector 90,3,3.0,4.0,Moderately New Flat,1730.0,1510.9170305676857,1334.5927899983496,8.0,0,0,0,0,0,0,1,0,0,0
sector 90,3,4.0,3.0,Moderately New Flat,1930.0,1658.4197598253277,1450.0,3.0,1,0,1,0,0,0,1,0,0,0
